DeepCSV;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptmax,discrMin,discrMax,formula
2,lt,central,0,0,2.4,20.0,30.0,0,1,0.924658715725
2,lt,up,0,0,2.4,20.0,30.0,0,1,1.04507008557
2,lt,down,0,0,2.4,20.0,30.0,0,1,0.804317930596
2,lt,up_jes,0,0,2.4,20.0,30.0,0,1,0.949580815512
2,lt,down_jes,0,0,2.4,20.0,30.0,0,1,0.91495770216
2,lt,up_gluonsplitting,0,0,2.4,20.0,30.0,0,1,0.926166653633
2,lt,down_gluonsplitting,0,0,2.4,20.0,30.0,0,1,0.922794520855
2,lt,up_bfragmentation,0,0,2.4,20.0,30.0,0,1,0.950779378414
2,lt,down_bfragmentation,0,0,2.4,20.0,30.0,0,1,0.890147984028
2,lt,up_cfragmentation,0,0,2.4,20.0,30.0,0,1,0.924658536911
2,lt,down_cfragmentation,0,0,2.4,20.0,30.0,0,1,0.924658536911
2,lt,up_dmux,0,0,2.4,20.0,30.0,0,1,0.924658536911
2,lt,down_dmux,0,0,2.4,20.0,30.0,0,1,0.924332916737
2,lt,up_ksl,0,0,2.4,20.0,30.0,0,1,0.924691915512
2,lt,down_ksl,0,0,2.4,20.0,30.0,0,1,0.924658536911
2,lt,up_cb,0,0,2.4,20.0,30.0,0,1,0.967294397675
2,lt,down_cb,0,0,2.4,20.0,30.0,0,1,0.882023033775
2,lt,up_add,0,0,2.4,20.0,30.0,0,1,1.01552587029
2,lt,down_add,0,0,2.4,20.0,30.0,0,1,0.833791561164
2,lt,up_statistic,0,0,2.4,20.0,30.0,0,1,0.936581895497
2,lt,down_statistic,0,0,2.4,20.0,30.0,0,1,0.912735535953
2,lt,central,0,0,2.4,30.0,50.0,0,1,0.824108719826
2,lt,up,0,0,2.4,30.0,50.0,0,1,0.89387731377
2,lt,down,0,0,2.4,30.0,50.0,0,1,0.753822255621
2,lt,up_jes,0,0,2.4,30.0,50.0,0,1,0.834278556255
2,lt,down_jes,0,0,2.4,30.0,50.0,0,1,0.812157746163
2,lt,up_gluonsplitting,0,0,2.4,30.0,50.0,0,1,0.826502680779
2,lt,down_gluonsplitting,0,0,2.4,30.0,50.0,0,1,0.821234643459
2,lt,up_bfragmentation,0,0,2.4,30.0,50.0,0,1,0.833608865738
2,lt,down_bfragmentation,0,0,2.4,30.0,50.0,0,1,0.812946081161
2,lt,up_cfragmentation,0,0,2.4,30.0,50.0,0,1,0.82410877943
2,lt,down_cfragmentation,0,0,2.4,30.0,50.0,0,1,0.82410877943
2,lt,up_dmux,0,0,2.4,30.0,50.0,0,1,0.82410877943
2,lt,down_dmux,0,0,2.4,30.0,50.0,0,1,0.826045930386
2,lt,up_ksl,0,0,2.4,30.0,50.0,0,1,0.824064671993
2,lt,down_ksl,0,0,2.4,30.0,50.0,0,1,0.82410877943
2,lt,up_cb,0,0,2.4,30.0,50.0,0,1,0.836866207392
2,lt,down_cb,0,0,2.4,30.0,50.0,0,1,0.81135123226
2,lt,up_add,0,0,2.4,30.0,50.0,0,1,0.887530768271
2,lt,down_add,0,0,2.4,30.0,50.0,0,1,0.760686671381
2,lt,up_statistic,0,0,2.4,30.0,50.0,0,1,0.828121335921
2,lt,down_statistic,0,0,2.4,30.0,50.0,0,1,0.82009610373
2,lt,central,0,0,2.4,50.0,70.0,0,1,0.901861965656
2,lt,up,0,0,2.4,50.0,70.0,0,1,1.00212498968
2,lt,down,0,0,2.4,50.0,70.0,0,1,0.792832818067
2,lt,up_jes,0,0,2.4,50.0,70.0,0,1,0.905147612095
2,lt,down_jes,0,0,2.4,50.0,70.0,0,1,0.858536239098
2,lt,up_gluonsplitting,0,0,2.4,50.0,70.0,0,1,0.908541500568
2,lt,down_gluonsplitting,0,0,2.4,50.0,70.0,0,1,0.894029378891
2,lt,up_bfragmentation,0,0,2.4,50.0,70.0,0,1,0.915131568909
2,lt,down_bfragmentation,0,0,2.4,50.0,70.0,0,1,0.890561282635
2,lt,up_cfragmentation,0,0,2.4,50.0,70.0,0,1,0.90186214447
2,lt,down_cfragmentation,0,0,2.4,50.0,70.0,0,1,0.90186214447
2,lt,up_dmux,0,0,2.4,50.0,70.0,0,1,0.90186214447
2,lt,down_dmux,0,0,2.4,50.0,70.0,0,1,0.901986777782
2,lt,up_ksl,0,0,2.4,50.0,70.0,0,1,0.901730775833
2,lt,down_ksl,0,0,2.4,50.0,70.0,0,1,0.90186214447
2,lt,up_cb,0,0,2.4,50.0,70.0,0,1,0.907317125354
2,lt,down_cb,0,0,2.4,50.0,70.0,0,1,0.896406805959
2,lt,up_add,0,0,2.4,50.0,70.0,0,1,1.00173514214
2,lt,down_add,0,0,2.4,50.0,70.0,0,1,0.801988789174
2,lt,up_statistic,0,0,2.4,50.0,70.0,0,1,0.911159074536
2,lt,down_statistic,0,0,2.4,50.0,70.0,0,1,0.892564856776
2,lt,central,0,0,2.4,70.0,100.0,0,1,0.867988109589
2,lt,up,0,0,2.4,70.0,100.0,0,1,0.928884975366
2,lt,down,0,0,2.4,70.0,100.0,0,1,0.806840882511
2,lt,up_jes,0,0,2.4,70.0,100.0,0,1,0.871578752995
2,lt,down_jes,0,0,2.4,70.0,100.0,0,1,0.864306239482
2,lt,up_gluonsplitting,0,0,2.4,70.0,100.0,0,1,0.876653254032
2,lt,down_gluonsplitting,0,0,2.4,70.0,100.0,0,1,0.857139706612
2,lt,up_bfragmentation,0,0,2.4,70.0,100.0,0,1,0.876011312008
2,lt,down_bfragmentation,0,0,2.4,70.0,100.0,0,1,0.860810399055
2,lt,up_cfragmentation,0,0,2.4,70.0,100.0,0,1,0.867988407612
2,lt,down_cfragmentation,0,0,2.4,70.0,100.0,0,1,0.867988407612
