CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.969765*((1.+(0.0117067*x))/(1.+(0.0127058*x))))+0.14106357097625732" 
1, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.969765*((1.+(0.0117067*x))/(1.+(0.0127058*x))))+0.042626451700925827" 
1, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.969765*((1.+(0.0117067*x))/(1.+(0.0127058*x))))+0.014431063085794449" 
1, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.969765*((1.+(0.0117067*x))/(1.+(0.0127058*x))))+0.015522006899118423" 
1, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.969765*((1.+(0.0117067*x))/(1.+(0.0127058*x))))+0.013062883168458939" 
1, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.969765*((1.+(0.0117067*x))/(1.+(0.0127058*x))))+0.016103077679872513" 
1, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.969765*((1.+(0.0117067*x))/(1.+(0.0127058*x))))+0.017891565337777138" 
1, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.969765*((1.+(0.0117067*x))/(1.+(0.0127058*x))))+0.033426091074943542" 
1, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.969765*((1.+(0.0117067*x))/(1.+(0.0127058*x))))+0.04427352175116539" 
1, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.969765*((1.+(0.0117067*x))/(1.+(0.0127058*x))))+0.047021191567182541" 
1, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x)))" 
1, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x)))" 
1, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.13391810655593872" 
1, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.051707886159420013" 
1, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.093697205185890198" 
1, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.06752496212720871" 
1, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.075178474187850952" 
1, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.13016913831233978" 
1, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.13064669072628021" 
1, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.14702348411083221" 
1, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.14410509169101715" 
1, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.044639367610216141" 
1, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.017235962674021721" 
1, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.031232401728630066" 
1, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.022508321329951286" 
1, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.025059491395950317" 
1, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.043389711529016495" 
1, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.043548896908760071" 
1, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.049007829278707504" 
1, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))-0.048035029321908951" 
1, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.13391810655593872" 
1, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.051707886159420013" 
1, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.093697205185890198" 
1, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.06752496212720871" 
1, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.075178474187850952" 
1, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.13016913831233978" 
1, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.13064669072628021" 
1, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.14702348411083221" 
1, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.14410509169101715" 
1, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.044639367610216141" 
1, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.017235962674021721" 
1, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.031232401728630066" 
1, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.022508321329951286" 
1, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.025059491395950317" 
1, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.043389711529016495" 
1, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.043548896908760071" 
1, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.049007829278707504" 
1, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.01449*((1.+(0.0425183*x))/(1.+(0.0481568*x))))+0.048035029321908951" 
2, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.930077*((1.+(0.00342993*x))/(1.+(0.00379069*x)))" 
2, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.930077*((1.+(0.00342993*x))/(1.+(0.00379069*x)))" 
2, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.930077*((1.+(0.00342993*x))/(1.+(0.00379069*x))))-0.15779672563076019" 
2, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.930077*((1.+(0.00342993*x))/(1.+(0.00379069*x))))-0.051991015672683716" 
2, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.930077*((1.+(0.00342993*x))/(1.+(0.00379069*x))))-0.078625671565532684" 
2, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.930077*((1.+(0.00342993*x))/(1.+(0.00379069*x))))-0.056344345211982727" 
